algo,ramSize,elements,reads,writes
Hyperbolic,6000,999998,110061,0
Hyperbolic,7000,999998,79436,0
Hyperbolic,8000,999998,52642,0
Hyperbolic,9000,999998,29498,0
Hyperbolic,10000,999998,10012,0
Hyperbolic,11000,999998,10001,0
LIRS,100,999998,643661,0
LIRS,200,999998,573323,0
LIRS,300,999998,528927,0
LIRS,400,999998,497039,0
LIRS,500,999998,471793,0
LIRS,600,999998,450226,0
LIRS,700,999998,431475,0
LIRS,800,999998,415104,0
LIRS,900,999998,400178,0
LIRS,1000,999998,386649,0
LIRS,2000,999998,290371,0
LIRS,3000,999998,228194,0
LIRS,4000,999998,181322,0
LIRS,5000,999998,141816,0
LIRS,6000,999998,108387,0
LIRS,7000,999998,78791,0
LIRS,8000,999998,52461,0
LIRS,9000,999998,29000,0
LIRS,10000,999998,10009,0
LIRS,11000,999998,10001,0
LRU-2,100,999998,638934,0
LRU-2,200,999998,568391,0
LRU-2,300,999998,524352,0
LRU-2,400,999998,492717,0
LRU-2,500,999998,467268,0
LRU-2,600,999998,445660,0
LRU-2,700,999998,427173,0
LRU-2,800,999998,410602,0
LRU-2,900,999998,395722,0
LRU-2,1000,999998,382080,0
LRU-2,2000,999998,286806,0
LRU-2,3000,999998,225485,0
LRU-2,4000,999998,178496,0
LRU-2,5000,999998,140002,0
LRU-2,6000,999998,106753,0
LRU-2,7000,999998,77849,0
LRU-2,8000,999998,51960,0
LRU-2,9000,999998,28886,0
LRU-2,10000,999998,10014,0
LRU-2,11000,999998,10001,0
LeanEvict,100,999998,749575,0
LeanEvict,200,999998,672646,0
LeanEvict,300,999998,623834,0
LeanEvict,400,999998,586724,0
LeanEvict,500,999998,556938,0
LeanEvict,600,999998,531396,0
LeanEvict,700,999998,509824,0
LeanEvict,800,999998,489928,0
LeanEvict,900,999998,472323,0
LeanEvict,1000,999998,456043,0
LeanEvict,2000,999998,341566,0
LeanEvict,3000,999998,266414,0
LeanEvict,4000,999998,209031,0
LeanEvict,5000,999998,161571,0
LeanEvict,6000,999998,121908,0
LeanEvict,7000,999998,87499,0
LeanEvict,8000,999998,56933,0
LeanEvict,9000,999998,30892,0
LeanEvict,10000,999998,10011,0
LeanEvict,11000,999998,10001,0
Random,100,999998,774081,0
Random,200,999998,701267,0
Random,300,999998,653883,0
Random,400,999998,617970,0
Random,500,999998,588639,0
Random,600,999998,564258,0
Random,700,999998,543060,0
Random,800,999998,523362,0
Random,900,999998,505181,0
Random,1000,999998,489941,0
Random,2000,999998,373916,0
Random,3000,999998,297141,0
Random,4000,999998,237131,0
Random,5000,999998,186938,0
Random,6000,999998,143432,0
Random,7000,999998,104970,0
Random,8000,999998,69504,0
Random,9000,999998,37402,0
Random,10000,999998,10019,0
Random,11000,999998,10001,0
S3-FIFO,100,999998,615316,0
S3-FIFO,200,999998,545422,0
S3-FIFO,300,999998,502583,0
S3-FIFO,400,999998,471592,0
S3-FIFO,500,999998,446617,0
S3-FIFO,600,999998,425674,0
S3-FIFO,700,999998,407966,0
S3-FIFO,800,999998,392191,0
S3-FIFO,900,999998,378165,0
S3-FIFO,1000,999998,365188,0
S3-FIFO,2000,999998,276797,0
S3-FIFO,3000,999998,221358,0
S3-FIFO,4000,999998,178474,0
S3-FIFO,5000,999998,143026,0
S3-FIFO,6000,999998,112064,0
S3-FIFO,7000,999998,83987,0
S3-FIFO,8000,999998,58959,0
S3-FIFO,9000,999998,36148,0
S3-FIFO,10000,999998,17955,0
S3-FIFO,11000,999998,17741,0
WATT,100,999998,655535,0
WATT,200,999998,580319,0
WATT,300,999998,533032,0
WATT,400,999998,499016,0
WATT,500,999998,471705,0
WATT,600,999998,449500,0
WATT,700,999998,429713,0
WATT,800,999998,412514,0
WATT,900,999998,397279,0
WATT,1000,999998,383971,0
WATT,2000,999998,287172,0
WATT,3000,999998,226364,0
WATT,4000,999998,179343,0
WATT,5000,999998,141570,0
WATT,6000,999998,108619,0
WATT,7000,999998,79895,0
WATT,8000,999998,54200,0
WATT,9000,999998,31227,0
WATT,10000,999998,10012,0
WATT,11000,999998,10001,0
amclock,100,999998,650551,0
amclock,200,999998,577095,0
amclock,300,999998,532672,0
amclock,400,999998,501789,0
amclock,500,999998,469011,0
amclock,600,999998,451739,0
amclock,700,999998,430298,0
amclock,800,999998,408104,0
amclock,900,999998,405156,0
amclock,1000,999998,387032,0
amclock,2000,999998,287356,0
amclock,3000,999998,227067,0
amclock,4000,999998,174955,0
amclock,5000,999998,139695,0
amclock,6000,999998,105407,0
amclock,7000,999998,77116,0
amclock,8000,999998,52220,0
amclock,9000,999998,28973,0
amclock,10000,999998,10019,0
amclock,11000,999998,10001,0
lru,100,999998,737636,0
lru,200,999998,659915,0
lru,300,999998,611184,0
lru,400,999998,573687,0
lru,500,999998,543569,0
lru,600,999998,518202,0
lru,700,999998,496100,0
lru,800,999998,476778,0
lru,900,999998,459151,0
lru,1000,999998,443151,0
lru,2000,999998,329799,0
lru,3000,999998,255374,0
lru,4000,999998,199354,0
lru,5000,999998,154055,0
lru,6000,999998,115875,0
lru,7000,999998,83038,0
lru,8000,999998,54710,0
lru,9000,999998,29804,0
lru,10000,999998,10014,0
lru,11000,999998,10001,0
