algo,ramSize,elements,reads,writes
Hyperbolic,3000,999999,163186,24804
Hyperbolic,4000,999999,125191,20977
Hyperbolic,5000,999999,95768,17929
Hyperbolic,6000,999999,71679,15497
Hyperbolic,7000,999999,51902,13359
Hyperbolic,8000,999999,34933,11549
Hyperbolic,9000,999999,20797,9957
Hyperbolic,10000,999999,10000,8527
LIRS,100,999999,517945,60526
LIRS,200,999999,446606,53249
LIRS,300,999999,404555,48927
LIRS,400,999999,374964,45975
LIRS,500,999999,351437,43633
LIRS,600,999999,331936,41672
LIRS,700,999999,315524,40070
LIRS,800,999999,301494,38786
LIRS,900,999999,288849,37423
LIRS,1000,999999,277513,36357
LIRS,2000,999999,201616,28589
LIRS,3000,999999,155284,23768
LIRS,4000,999999,121314,20233
LIRS,5000,999999,94170,17390
LIRS,6000,999999,71524,15045
LIRS,7000,999999,52335,13082
LIRS,8000,999999,35601,11265
LIRS,9000,999999,21096,9715
LIRS,10000,999999,10000,8527
LRU-2,100,999999,513553,59426
LRU-2,200,999999,442047,52284
LRU-2,300,999999,400477,48091
LRU-2,400,999999,370547,45116
LRU-2,500,999999,347087,42728
LRU-2,600,999999,327966,40858
LRU-2,700,999999,311948,39264
LRU-2,800,999999,297779,37901
LRU-2,900,999999,285217,36638
LRU-2,1000,999999,274045,35510
LRU-2,2000,999999,198700,28063
LRU-2,3000,999999,153191,23567
LRU-2,4000,999999,119486,20203
LRU-2,5000,999999,92752,17516
LRU-2,6000,999999,70334,15268
LRU-2,7000,999999,51643,13298
LRU-2,8000,999999,35129,11486
LRU-2,9000,999999,20915,9800
LRU-2,10000,999999,10000,8527
LeanEvict,100,999999,624130,77768
LeanEvict,200,999999,540350,69398
LeanEvict,300,999999,490250,64272
LeanEvict,400,999999,454499,60802
LeanEvict,500,999999,425854,57936
LeanEvict,600,999999,403007,55594
LeanEvict,700,999999,382931,53568
LeanEvict,800,999999,365526,51784
LeanEvict,900,999999,350510,50252
LeanEvict,1000,999999,336098,48869
LeanEvict,2000,999999,241886,39059
LeanEvict,3000,999999,184642,32854
LeanEvict,4000,999999,142218,28074
LeanEvict,5000,999999,109119,24133
LeanEvict,6000,999999,81608,20581
LeanEvict,7000,999999,58701,17307
LeanEvict,8000,999999,38636,14101
LeanEvict,9000,999999,22251,11076
LeanEvict,10000,999999,10000,8527
Random,100,999999,658133,86846
Random,200,999999,575584,80069
Random,300,999999,524862,75393
Random,400,999999,488802,72072
Random,500,999999,460319,69307
Random,600,999999,436884,67017
Random,700,999999,416871,65033
Random,800,999999,399251,63156
Random,900,999999,383639,61632
Random,1000,999999,369523,60409
Random,2000,999999,271964,50229
Random,3000,999999,210768,43564
Random,4000,999999,166377,38390
Random,5000,999999,129384,33675
Random,6000,999999,98689,29235
Random,7000,999999,71830,24861
Random,8000,999999,47731,19955
Random,9000,999999,27302,14810
Random,10000,999999,10000,8527
S3-FIFO,100,999999,494571,58235
S3-FIFO,200,999999,424438,51183
S3-FIFO,300,999999,383936,47066
S3-FIFO,400,999999,354901,44176
S3-FIFO,500,999999,332487,41892
S3-FIFO,600,999999,314237,40036
S3-FIFO,700,999999,298616,38400
S3-FIFO,800,999999,285077,37085
S3-FIFO,900,999999,273226,35927
S3-FIFO,1000,999999,262516,34839
S3-FIFO,2000,999999,192195,27586
S3-FIFO,3000,999999,150518,23284
S3-FIFO,4000,999999,120231,20121
S3-FIFO,5000,999999,95955,17501
S3-FIFO,6000,999999,75388,15180
S3-FIFO,7000,999999,56874,13168
S3-FIFO,8000,999999,41684,11731
S3-FIFO,9000,999999,27919,10371
S3-FIFO,10000,999999,17828,9335
WATT,100,999999,529744,56403
WATT,200,999999,454863,49190
WATT,300,999999,410311,44919
WATT,400,999999,379480,41986
WATT,500,999999,355170,39545
WATT,600,999999,334831,37549
WATT,700,999999,317798,35905
WATT,800,999999,303281,34494
WATT,900,999999,289717,33138
WATT,1000,999999,278136,32089
WATT,2000,999999,200526,24923
WATT,3000,999999,153174,20713
WATT,4000,999999,119669,17717
WATT,5000,999999,93290,15464
WATT,6000,999999,70568,13667
WATT,7000,999999,51954,12143
WATT,8000,999999,35751,10891
WATT,9000,999999,21775,9661
WATT,10000,999999,10000,8527
amclock,100,999999,510157,53141
amclock,200,999999,432669,45401
amclock,300,999999,387572,40865
amclock,400,999999,358483,38100
amclock,500,999999,329236,34876
amclock,600,999999,323319,35482
amclock,700,999999,294445,31656
amclock,800,999999,278658,29990
amclock,900,999999,275382,30669
amclock,1000,999999,259804,28599
amclock,2000,999999,185086,21942
amclock,3000,999999,143959,18986
amclock,4000,999999,108911,15465
amclock,5000,999999,86085,14161
amclock,6000,999999,65124,12236
amclock,7000,999999,48581,11437
amclock,8000,999999,33470,10168
amclock,9000,999999,20348,9260
amclock,10000,999999,10000,8527
lru,100,999999,610017,74291
lru,200,999999,526959,66006
lru,300,999999,477104,61001
lru,400,999999,441317,57461
lru,500,999999,413356,54668
lru,600,999999,390400,52417
lru,700,999999,370774,50361
lru,800,999999,353618,48577
lru,900,999999,338240,47041
lru,1000,999999,324590,45656
lru,2000,999999,232230,36094
lru,3000,999999,176296,30131
lru,4000,999999,135614,25632
lru,5000,999999,103836,21952
lru,6000,999999,77586,18699
lru,7000,999999,55380,15822
lru,8000,999999,36945,13103
lru,9000,999999,21520,10609
lru,10000,999999,10000,8527
newalgo 1,100,999999,578309,65439
newalgo 1,200,999999,495118,56727
newalgo 1,300,999999,446098,51852
newalgo 1,400,999999,410663,48154
newalgo 1,500,999999,383508,45408
newalgo 1,600,999999,361590,43350
newalgo 1,700,999999,342623,41379
newalgo 1,800,999999,325885,39731
newalgo 1,900,999999,311432,38291
newalgo 1,1000,999999,298040,36981
newalgo 1,2000,999999,210198,28152
newalgo 1,3000,999999,158424,23060
newalgo 1,4000,999999,121176,19344
newalgo 1,5000,999999,92717,16615
newalgo 1,6000,999999,69482,14349
newalgo 1,7000,999999,50171,12468
newalgo 1,8000,999999,33993,10912
newalgo 1,9000,999999,20437,9546
newalgo 1,10000,999999,10000,8527
newalgo 10,100,999999,517156,55130
newalgo 10,200,999999,432681,45736
newalgo 10,300,999999,386185,40730
newalgo 10,400,999999,353195,37292
newalgo 10,500,999999,328845,34851
newalgo 10,600,999999,309136,32890
newalgo 10,700,999999,292560,31363
newalgo 10,800,999999,278278,29964
newalgo 10,900,999999,265738,28792
newalgo 10,1000,999999,254184,27693
newalgo 10,2000,999999,180300,20938
newalgo 10,3000,999999,137845,17388
newalgo 10,4000,999999,107698,14994
newalgo 10,5000,999999,84024,13205
newalgo 10,6000,999999,64887,11881
newalgo 10,7000,999999,48140,10783
newalgo 10,8000,999999,33332,9797
newalgo 10,9000,999999,20368,9032
newalgo 10,10000,999999,10000,8527
newalgo 12,100,999999,515338,54853
newalgo 12,200,999999,429871,45245
newalgo 12,300,999999,383548,40347
newalgo 12,400,999999,350787,36910
newalgo 12,500,999999,326330,34430
newalgo 12,600,999999,306953,32531
newalgo 12,700,999999,290324,30958
newalgo 12,800,999999,276168,29584
newalgo 12,900,999999,263682,28431
newalgo 12,1000,999999,252392,27325
newalgo 12,2000,999999,179275,20691
newalgo 12,3000,999999,137104,17219
newalgo 12,4000,999999,107444,14903
newalgo 12,5000,999999,84212,13189
newalgo 12,6000,999999,64930,11830
newalgo 12,7000,999999,48202,10743
newalgo 12,8000,999999,33416,9791
newalgo 12,9000,999999,20364,9010
newalgo 12,10000,999999,10000,8527
newalgo 16,100,999999,510648,54126
newalgo 16,200,999999,426906,44848
newalgo 16,300,999999,379615,39710
newalgo 16,400,999999,347844,36466
newalgo 16,500,999999,322702,33816
newalgo 16,600,999999,303524,31961
newalgo 16,700,999999,287653,30456
newalgo 16,800,999999,273694,29137
newalgo 16,900,999999,261150,27924
newalgo 16,1000,999999,250272,26900
newalgo 16,2000,999999,178001,20369
newalgo 16,3000,999999,136458,16976
newalgo 16,4000,999999,107203,14768
newalgo 16,5000,999999,84373,13124
newalgo 16,6000,999999,65155,11771
newalgo 16,7000,999999,48469,10696
newalgo 16,8000,999999,33495,9760
newalgo 16,9000,999999,20363,9010
newalgo 16,10000,999999,10000,8527
newalgo 2,100,999999,555815,61279
newalgo 2,200,999999,472325,52420
newalgo 2,300,999999,424030,47339
newalgo 2,400,999999,390433,43960
newalgo 2,500,999999,363918,41274
newalgo 2,600,999999,342321,39173
newalgo 2,700,999999,324071,37394
newalgo 2,800,999999,308162,35799
newalgo 2,900,999999,293724,34338
newalgo 2,1000,999999,281126,33082
newalgo 2,2000,999999,198035,24974
newalgo 2,3000,999999,149492,20460
newalgo 2,4000,999999,114821,17335
newalgo 2,5000,999999,88280,14998
newalgo 2,6000,999999,66685,13119
newalgo 2,7000,999999,48923,11602
newalgo 2,8000,999999,33547,10359
newalgo 2,9000,999999,20340,9293
newalgo 2,10000,999999,10000,8527
newalgo 20,100,999999,509138,53922
newalgo 20,200,999999,421963,43922
newalgo 20,300,999999,377092,39301
newalgo 20,400,999999,344861,35945
newalgo 20,500,999999,321543,33617
newalgo 20,600,999999,301652,31680
newalgo 20,700,999999,285682,30128
newalgo 20,800,999999,271884,28815
newalgo 20,900,999999,259719,27646
newalgo 20,1000,999999,248946,26654
newalgo 20,2000,999999,177365,20218
newalgo 20,3000,999999,136180,16839
newalgo 20,4000,999999,107240,14696
newalgo 20,5000,999999,84552,13076
newalgo 20,6000,999999,65368,11756
newalgo 20,7000,999999,48595,10675
newalgo 20,8000,999999,33560,9731
newalgo 20,9000,999999,20484,9012
newalgo 20,10000,999999,10000,8527
newalgo 24,100,999999,507343,53619
newalgo 24,200,999999,421163,43816
newalgo 24,300,999999,375922,39194
newalgo 24,400,999999,343768,35759
newalgo 24,500,999999,319408,33217
newalgo 24,600,999999,300379,31417
newalgo 24,700,999999,284454,29936
newalgo 24,800,999999,270651,28582
newalgo 24,900,999999,259009,27461
newalgo 24,1000,999999,247907,26465
newalgo 24,2000,999999,176984,20097
newalgo 24,3000,999999,136170,16808
newalgo 24,4000,999999,107313,14635
newalgo 24,5000,999999,84710,13059
newalgo 24,6000,999999,65445,11709
newalgo 24,7000,999999,48641,10651
newalgo 24,8000,999999,33594,9724
newalgo 24,9000,999999,20471,9016
newalgo 24,10000,999999,10000,8527
newalgo 4,100,999999,536341,58029
newalgo 4,200,999999,451826,48840
newalgo 4,300,999999,404325,43775
newalgo 4,400,999999,371418,40397
newalgo 4,500,999999,346164,37945
newalgo 4,600,999999,325514,35938
newalgo 4,700,999999,307705,34121
newalgo 4,800,999999,292384,32595
newalgo 4,900,999999,279042,31363
newalgo 4,1000,999999,267036,30179
newalgo 4,2000,999999,188719,22826
newalgo 4,3000,999999,142896,18663
newalgo 4,4000,999999,110457,15943
newalgo 4,5000,999999,85287,13936
newalgo 4,6000,999999,65183,12355
newalgo 4,7000,999999,48190,11110
newalgo 4,8000,999999,33337,10036
newalgo 4,9000,999999,20285,9149
newalgo 4,10000,999999,10000,8527
newalgo 8,100,999999,521206,55657
newalgo 8,200,999999,435858,46186
newalgo 8,300,999999,388750,41107
newalgo 8,400,999999,356965,37933
newalgo 8,500,999999,332290,35461
newalgo 8,600,999999,312197,33461
newalgo 8,700,999999,295543,31893
newalgo 8,800,999999,280953,30481
newalgo 8,900,999999,268348,29273
newalgo 8,1000,999999,256769,28212
newalgo 8,2000,999999,181988,21304
newalgo 8,3000,999999,138829,17633
newalgo 8,4000,999999,108221,15160
newalgo 8,5000,999999,84115,13332
newalgo 8,6000,999999,64831,11953
newalgo 8,7000,999999,48138,10833
newalgo 8,8000,999999,33220,9818
newalgo 8,9000,999999,20319,9048
newalgo 8,10000,999999,10000,8527
newfinal,100,999999,507343,53619
newfinal,200,999999,421163,43816
newfinal,300,999999,375922,39194
newfinal,400,999999,343768,35759
newfinal,500,999999,319408,33217
newfinal,600,999999,300379,31417
newfinal,700,999999,284454,29936
newfinal,800,999999,270651,28582
newfinal,900,999999,259009,27461
newfinal,1000,999999,247907,26465
newfinal,2000,999999,176984,20097
newfinal,3000,999999,136170,16808
newfinal,4000,999999,107496,14678
newfinal,5000,999999,88375,14576
newfinal,6000,999999,67373,12750
newfinal,7000,999999,49719,11322
newfinal,8000,999999,34179,10038
newfinal,9000,999999,20527,9054
newfinal,10000,999999,10000,8527
newfinal_fwa,100,999999,507698,53590
newfinal_fwa,200,999999,421298,43844
newfinal_fwa,300,999999,375137,38937
newfinal_fwa,400,999999,343266,35600
newfinal_fwa,500,999999,318803,33069
newfinal_fwa,600,999999,299653,31243
newfinal_fwa,700,999999,283970,29742
newfinal_fwa,800,999999,270246,28436
newfinal_fwa,900,999999,258698,27315
newfinal_fwa,1000,999999,247631,26320
newfinal_fwa,2000,999999,177058,20012
newfinal_fwa,3000,999999,136442,16719
newfinal_fwa,4000,999999,107721,14588
newfinal_fwa,5000,999999,88343,14313
newfinal_fwa,6000,999999,67308,12523
newfinal_fwa,7000,999999,49625,11138
newfinal_fwa,8000,999999,34155,9934
newfinal_fwa,9000,999999,20537,9023
newfinal_fwa,10000,999999,10000,8527
newfinal_noage,100,999999,486874,49736
newfinal_noage,200,999999,414704,42614
newfinal_noage,300,999999,372332,38444
newfinal_noage,400,999999,342533,35538
newfinal_noage,500,999999,319408,33217
newfinal_noage,600,999999,300379,31417
newfinal_noage,700,999999,284454,29936
newfinal_noage,800,999999,270651,28582
newfinal_noage,900,999999,259009,27461
newfinal_noage,1000,999999,247907,26465
newfinal_noage,2000,999999,176984,20097
newfinal_noage,3000,999999,136170,16808
newfinal_noage,4000,999999,107496,14678
newfinal_noage,5000,999999,88375,14576
newfinal_noage,6000,999999,67373,12750
newfinal_noage,7000,999999,49719,11322
newfinal_noage,8000,999999,34179,10038
newfinal_noage,9000,999999,20527,9054
newfinal_noage,10000,999999,10000,8527
